case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
RN,weather,96,96,M,True,False,21,36696,10444,0.19424688811610277,0.25138922706772593,0.182,0.232,1.0672905940445208,1.0835742546022669,0.30919299996457994,checkpoints/reversal/ols_RN_weather_s96_p96_M.npz
RN,weather,96,192,M,True,False,21,36600,10348,0.23437070427453743,0.289852430937258,0.225,0.269,1.0416475745534997,1.0775183306217768,0.43281658296473324,checkpoints/reversal/ols_RN_weather_s96_p192_M.npz
RN,weather,96,336,M,True,False,21,36456,10204,0.27976193227272234,0.3274345989650091,0.271,0.301,1.0323318534048793,1.0878225879236183,0.697476000059396,checkpoints/reversal/ols_RN_weather_s96_p336_M.npz
RN,weather,96,720,M,True,False,21,36072,9820,0.3422565031222454,0.3763703304431792,0.338,0.348,1.0125932045036847,1.0815239380551127,1.0798091660253704,checkpoints/reversal/ols_RN_weather_s96_p720_M.npz
NR,weather,96,96,M,False,True,21,36696,10444,0.19434346508646982,0.25135517425086257,0.182,0.232,1.0678212367388453,1.0834274752192352,0.2943052500486374,checkpoints/reversal/ols_NR_weather_s96_p96_M.npz
NR,weather,96,192,M,False,True,21,36600,10348,0.2337256266089449,0.2909818211339663,0.225,0.269,1.0387805627064217,1.0817168071894658,0.37985425000078976,checkpoints/reversal/ols_NR_weather_s96_p192_M.npz
NR,weather,96,336,M,False,True,21,36456,10204,0.27491412550434347,0.3298627735778339,0.271,0.301,1.0144432675437027,1.095889613215395,0.5128118329448625,checkpoints/reversal/ols_NR_weather_s96_p336_M.npz
NR,weather,96,720,M,False,True,21,36072,9820,0.3284954342946988,0.37792093252302084,0.338,0.348,0.9718799831204106,1.0859796911581059,0.9208852499723434,checkpoints/reversal/ols_NR_weather_s96_p720_M.npz
RR,weather,96,96,M,True,True,21,36696,10444,0.1936322870333997,0.24950289877707135,0.182,0.232,1.0639136650186798,1.0754435292115143,0.361198415979743,checkpoints/reversal/ols_RR_weather_s96_p96_M.npz
RR,weather,96,192,M,True,True,21,36600,10348,0.2327570122780564,0.28860321961961266,0.225,0.269,1.034475610124695,1.0728744223777422,0.4888823749497533,checkpoints/reversal/ols_RR_weather_s96_p192_M.npz
RR,weather,96,336,M,True,True,21,36456,10204,0.2736733512229941,0.327061065617157,0.271,0.301,1.0098647646604946,1.0865816133460364,0.6326255829771981,checkpoints/reversal/ols_RR_weather_s96_p336_M.npz
RR,weather,96,720,M,True,True,21,36072,9820,0.3267928583390224,0.37412155114284446,0.338,0.348,0.9668427761509537,1.0750619285713923,1.1807412499329075,checkpoints/reversal/ols_RR_weather_s96_p720_M.npz
RN,illness,104,24,M,True,False,7,549,170,2.2874501164990253,1.0470157095061086,1.683,0.858,1.3591503960184346,1.2202980297273993,0.006198332994244993,checkpoints/reversal/ols_RN_illness_s104_p24_M.npz
RN,illness,104,36,M,True,False,7,537,158,2.355466011335429,1.0802279831097088,1.703,0.859,1.3831274288522777,1.2575413074618262,0.004611958982422948,checkpoints/reversal/ols_RN_illness_s104_p36_M.npz
RN,illness,104,48,M,True,False,7,525,146,2.4582414386703997,1.1193750933636102,1.719,0.884,1.4300415582724837,1.2662614178321383,0.004981250036507845,checkpoints/reversal/ols_RN_illness_s104_p48_M.npz
RN,illness,104,60,M,True,False,7,513,134,2.654470007298234,1.1710540626607988,1.819,0.917,1.4593018181958406,1.277049141396727,0.0051292909774929285,checkpoints/reversal/ols_RN_illness_s104_p60_M.npz
NR,illness,104,24,M,False,True,7,549,170,0.6480650432335563,0.5638163550725419,1.683,0.858,0.38506538516551175,0.6571286189656665,0.00443149998318404,checkpoints/reversal/ols_NR_illness_s104_p24_M.npz
NR,illness,104,36,M,False,True,7,537,158,0.6523722742391049,0.5776524154605897,1.703,0.859,0.38307238651738396,0.6724707979750753,0.004339082981459796,checkpoints/reversal/ols_NR_illness_s104_p36_M.npz
NR,illness,104,48,M,False,True,7,525,146,0.6513003638669457,0.5863676326226168,1.719,0.884,0.37888328322684445,0.663311801609295,0.004531000042334199,checkpoints/reversal/ols_NR_illness_s104_p48_M.npz
NR,illness,104,60,M,False,True,7,513,134,0.7009904924048795,0.6126794281636629,1.819,0.917,0.38537135371351267,0.6681345999603739,0.004788500024005771,checkpoints/reversal/ols_NR_illness_s104_p60_M.npz
RR,illness,104,24,M,True,True,7,549,170,0.661330867893932,0.5612086059463105,1.683,0.858,0.3929476339239049,0.6540892843197093,0.004434000002220273,checkpoints/reversal/ols_RR_illness_s104_p24_M.npz
RR,illness,104,36,M,True,True,7,537,158,0.6512002886524757,0.5705719919231085,1.703,0.859,0.3823841976820174,0.6642281628906967,0.004593541962094605,checkpoints/reversal/ols_RR_illness_s104_p36_M.npz
RR,illness,104,48,M,True,True,7,525,146,0.6308531161309939,0.5689495468105507,1.719,0.884,0.36698843288597666,0.6436080846273198,0.004617083934135735,checkpoints/reversal/ols_RR_illness_s104_p48_M.npz
RR,illness,104,60,M,True,True,7,513,134,0.6613957751166054,0.5830303764427566,1.819,0.917,0.36360405448961264,0.6358019372331042,0.005016250070184469,checkpoints/reversal/ols_RR_illness_s104_p60_M.npz
