model,dataset,seq_len,pred_len,selected_for_reversal,NN,NR,RN,RR,RN_over_NN,NR_over_NN,RR_over_NN,RN_over_NR,interaction,channel_group
DLinear,electricity,96,96,True,0.20132619245705424,0.19751986733754162,0.20128102256567212,0.19789242614497193,0.9997756382772115,0.98109374109221,0.9829442643792373,1.0190419084359907,1.0021110193242235,selected
DLinear,electricity,96,336,False,0.20013001281189619,0.20013001281189619,0.1999690186070359,0.1999690186070359,0.9991955519184841,1.0,0.9991955519184841,0.9991955519184841,1.0,unselected
DLinear,electricity,96,336,True,0.21254561166570052,0.2096904773425194,0.21232345772004915,0.20964571294316553,0.9989547940138102,0.9865669570836786,0.9863563462928793,1.0125565090551485,1.0008325977662977,selected
DLinear,electricity,336,96,False,0.1359547099318378,0.13579145379318208,0.1358707940657131,0.13579119251381533,0.9993827660243122,0.9987991873268858,0.9987972655150789,1.0005842803086256,1.0006156898780818,unselected
DLinear,electricity,336,96,True,0.14426488935605444,0.13197062300569082,0.14419723197279377,0.13195423082179328,0.9995310197542682,0.9147799134963419,0.9146662879012945,1.0926464442512764,1.0003449311567887,selected
DLinear,electricity,336,336,False,0.16338548119764146,0.16338548119764146,0.16326963899205926,0.16317081030296238,0.999290988374652,1.0,0.9986861078897249,0.999290988374652,0.9993946903434894,unselected
DLinear,electricity,336,336,True,0.17430728378603813,0.16460285217253837,0.1742840432692901,0.1646834064616996,0.9998666692736916,0.9443257252209154,0.9447878647678785,1.0588154516703259,1.0006227995079282,selected
DLinear,exchange_rate,96,96,False,0.061299313791096176,0.061299313791096176,0.06031601782888168,0.06031601782888168,0.983959103268831,1.0,0.983959103268831,0.983959103268831,1.0,unselected
DLinear,exchange_rate,96,96,True,0.09274479653686282,0.1113450415432453,0.10308725945651524,0.11040269024670119,1.1115152904081433,1.200552976564993,1.190392284733947,0.9258361039496957,0.8920584947317591,selected
DLinear,exchange_rate,96,336,False,0.21629785839468238,0.21588718146085736,0.23046936094760892,0.23046936094760892,1.0655184598594942,0.9981013361071951,1.0655184598594942,1.0675453697068877,1.0019022756749432,unselected
